date,platform,campaign_name,impressions,clicks,spend,ctr,cpc,conversions,conversion_value,reach
2025-08-26,meta,Demo Meta Awareness Q2,4650,93,92.67,0.02,1.0,2,100.0,3952.0
2025-08-26,meta,Demo Meta Conversion Q1,4550,91,91.23,0.02,1.0,2,100.0,3868.0
2025-08-26,meta,Demo Meta Conversion Q2,5450,109,109.22,0.02,1.0,2,100.0,4632.0
2025-08-27,google,Demo Search Brand,4800,96,96.35,0.02,1.0,2,100.0,
2025-08-27,google,Demo Search Generic,4950,99,99.46,0.02,1.0,2,100.0,
2025-08-27,google,Demo Display Retargeting,5200,104,103.92,0.02,1.0,2,100.0,
2025-08-27,meta,Demo Meta Awareness Q1,5000,100,100.2,0.02,1.0,2,100.0,4250.0
2025-08-27,meta,Demo Meta Awareness Q2,5400,108,107.99,0.02,1.0,2,100.0,4590.0
2025-08-27,meta,Demo Meta Conversion Q1,5400,108,108.19,0.02,1.0,2,100.0,4590.0
2025-08-27,meta,Demo Meta Conversion Q2,4800,96,95.56,0.02,1.0,2,100.0,4080.0
2025-08-28,google,Demo Search Brand,4950,99,98.57,0.02,1.0,2,100.0,
2025-08-28,google,Demo Search Generic,4700,94,94.0,0.02,1.0,2,100.0,
2025-08-28,google,Demo Display Retargeting,5450,109,108.62,0.02,1.0,2,100.0,
2025-08-28,meta,Demo Meta Awareness Q1,4550,91,91.2,0.02,1.0,2,100.0,3868.0
2025-08-28,meta,Demo Meta Awareness Q2,5300,106,106.13,0.02,1.0,2,100.0,4505.0
2025-08-28,meta,Demo Meta Conversion Q1,5350,107,106.62,0.02,1.0,2,100.0,4548.0
2025-08-28,meta,Demo Meta Conversion Q2,5400,108,107.57,0.02,1.0,2,100.0,4590.0
2025-08-29,google,Demo Search Brand,5150,103,103.0,0.02,1.0,2,100.0,
2025-08-29,google,Demo Search Generic,5000,100,100.32,0.02,1.0,2,100.0,
2025-08-29,google,Demo Display Retargeting,5100,102,102.07,0.02,1.0,2,100.0,
2025-08-29,meta,Demo Meta Awareness Q1,4700,94,93.83,0.02,1.0,2,100.0,3995.0
2025-08-29,meta,Demo Meta Awareness Q2,4700,94,93.51,0.02,0.99,2,100.0,3995.0
2025-08-29,meta,Demo Meta Conversion Q1,5300,106,105.85,0.02,1.0,2,100.0,4505.0
2025-08-29,meta,Demo Meta Conversion Q2,5050,101,100.9,0.02,1.0,2,100.0,4292.0
2025-08-30,google,Demo Search Brand,6500,130,130.37,0.02,1.0,3,150.0,
2025-08-30,google,Demo Search Generic,5700,114,114.42,0.02,1.0,2,100.0,
2025-08-30,google,Demo Display Retargeting,5750,115,114.78,0.02,1.0,2,100.0,
2025-08-30,meta,Demo Meta Awareness Q1,6000,120,120.25,0.02,1.0,2,100.0,5100.0
2025-08-30,meta,Demo Meta Awareness Q2,5500,110,109.89,0.02,1.0,2,100.0,4675.0
2025-08-30,meta,Demo Meta Conversion Q1,6300,126,125.82,0.02,1.0,3,150.0,5355.0
2025-08-30,meta,Demo Meta Conversion Q2,5600,112,112.0,0.02,1.0,2,100.0,4760.0
2025-08-31,google,Demo Search Brand,6100,122,121.5,0.02,1.0,2,100.0,
2025-08-31,google,Demo Search Generic,5500,110,110.37,0.02,1.0,2,100.0,
2025-08-31,google,Demo Display Retargeting,5900,118,117.82,0.02,1.0,2,100.0,
2025-08-31,meta,Demo Meta Awareness Q1,6050,121,121.41,0.02,1.0,2,100.0,5142.0
2025-08-31,meta,Demo Meta Awareness Q2,6050,121,120.73,0.02,1.0,2,100.0,5142.0
2025-08-31,meta,Demo Meta Conversion Q1,6550,131,131.4,0.02,1.0,3,150.0,5568.0
2025-08-31,meta,Demo Meta Conversion Q2,6200,124,124.09,0.02,1.0,2,100.0,5270.0
2025-09-01,google,Demo Search Brand,5050,101,100.66,0.02,1.0,2,100.0,
2025-09-01,google,Demo Search Generic,5150,103,103.07,0.02,1.0,2,100.0,
2025-09-01,google,Demo Display Retargeting,5250,105,104.79,0.02,1.0,2,100.0,
2025-09-01,meta,Demo Meta Awareness Q1,5450,109,109.09,0.02,1.0,2,100.0,4632.0
2025-09-01,meta,Demo Meta Awareness Q2,4650,93,92.95,0.02,1.0,2,100.0,3952.0
2025-09-01,meta,Demo Meta Conversion Q1,5200,104,104.28,0.02,1.0,2,100.0,4420.0
2025-09-01,meta,Demo Meta Conversion Q2,4500,90,90.26,0.02,1.0,2,100.0,3825.0
2025-09-02,google,Demo Search Brand,4500,90,90.13,0.02,1.0,2,100.0,
2025-09-02,google,Demo Search Generic,5200,104,104.27,0.02,1.0,2,100.0,
2025-09-02,google,Demo Display Retargeting,5050,101,101.09,0.02,1.0,2,100.0,
2025-09-02,meta,Demo Meta Awareness Q1,5300,106,105.99,0.02,1.0,2,100.0,4505.0
2025-09-02,meta,Demo Meta Awareness Q2,4900,98,97.55,0.02,1.0,2,100.0,4165.0
2025-09-02,meta,Demo Meta Conversion Q1,4650,93,93.05,0.02,1.0,2,100.0,3952.0
2025-09-02,meta,Demo Meta Conversion Q2,5150,103,102.87,0.02,1.0,2,100.0,4378.0
2025-09-03,google,Demo Search Brand,5000,100,100.42,0.02,1.0,2,100.0,
2025-09-03,google,Demo Search Generic,4800,96,95.97,0.02,1.0,2,100.0,
2025-09-03,google,Demo Display Retargeting,4950,99,99.31,0.02,1.0,2,100.0,
2025-09-03,meta,Demo Meta Awareness Q1,5050,101,100.97,0.02,1.0,2,100.0,4292.0
2025-09-03,meta,Demo Meta Awareness Q2,4700,94,94.12,0.02,1.0,2,100.0,3995.0
2025-09-03,meta,Demo Meta Conversion Q1,5250,105,104.68,0.02,1.0,2,100.0,4462.0
2025-09-03,meta,Demo Meta Conversion Q2,5100,102,102.15,0.02,1.0,2,100.0,4335.0
2025-09-04,google,Demo Search Brand,4550,91,91.32,0.02,1.0,2,100.0,
2025-09-04,google,Demo Search Generic,5000,100,100.01,0.02,1.0,2,100.0,
2025-09-04,google,Demo Display Retargeting,4750,95,95.4,0.02,1.0,2,100.0,
2025-09-04,meta,Demo Meta Awareness Q1,5400,108,107.78,0.02,1.0,2,100.0,4590.0
2025-09-04,meta,Demo Meta Awareness Q2,4950,99,99.01,0.02,1.0,2,100.0,4208.0
2025-09-04,meta,Demo Meta Conversion Q1,4650,93,92.87,0.02,1.0,2,100.0,3952.0
2025-09-04,meta,Demo Meta Conversion Q2,5150,103,103.32,0.02,1.0,2,100.0,4378.0
2025-09-05,google,Demo Search Brand,4750,95,95.28,0.02,1.0,2,100.0,
2025-09-05,google,Demo Search Generic,5450,109,109.19,0.02,1.0,2,100.0,
2025-09-05,google,Demo Display Retargeting,4550,91,90.71,0.02,1.0,2,100.0,
2025-09-05,meta,Demo Meta Awareness Q1,4650,93,92.62,0.02,1.0,2,100.0,3952.0
2025-09-05,meta,Demo Meta Awareness Q2,5500,110,109.86,0.02,1.0,2,100.0,4675.0
2025-09-05,meta,Demo Meta Conversion Q1,5450,109,108.96,0.02,1.0,2,100.0,4632.0
2025-09-05,meta,Demo Meta Conversion Q2,4550,91,91.22,0.02,1.0,2,100.0,3868.0
2025-09-06,google,Demo Search Brand,5850,117,117.1,0.02,1.0,2,100.0,
2025-09-06,google,Demo Search Generic,6550,131,130.57,0.02,1.0,3,150.0,
2025-09-06,google,Demo Display Retargeting,5700,114,114.5,0.02,1.0,2,100.0,
2025-09-06,meta,Demo Meta Awareness Q1,6450,129,128.63,0.02,1.0,3,150.0,5482.0
2025-09-06,meta,Demo Meta Awareness Q2,6050,121,120.51,0.02,1.0,2,100.0,5142.0
2025-09-06,meta,Demo Meta Conversion Q1,6350,127,127.38,0.02,1.0,3,150.0,5398.0
2025-09-06,meta,Demo Meta Conversion Q2,6200,124,123.93,0.02,1.0,2,100.0,5270.0
2025-09-07,google,Demo Search Brand,6350,127,127.31,0.02,1.0,3,150.0,
2025-09-07,google,Demo Search Generic,5800,116,116.27,0.02,1.0,2,100.0,
2025-09-07,google,Demo Display Retargeting,6600,132,131.63,0.02,1.0,3,150.0,
2025-09-07,meta,Demo Meta Awareness Q1,5850,117,117.49,0.02,1.0,2,100.0,4972.0
2025-09-07,meta,Demo Meta Awareness Q2,5450,109,108.92,0.02,1.0,2,100.0,4632.0
2025-09-07,meta,Demo Meta Conversion Q1,6300,126,126.43,0.02,1.0,3,150.0,5355.0
2025-09-07,meta,Demo Meta Conversion Q2,5650,113,113.22,0.02,1.0,2,100.0,4802.0
2025-09-08,google,Demo Search Brand,4600,92,91.85,0.02,1.0,2,100.0,
2025-09-08,google,Demo Search Generic,5200,104,103.7,0.02,1.0,2,100.0,
2025-09-08,google,Demo Display Retargeting,5300,106,105.59,0.02,1.0,2,100.0,
2025-09-08,meta,Demo Meta Awareness Q1,5150,103,102.66,0.02,1.0,2,100.0,4378.0
2025-09-08,meta,Demo Meta Awareness Q2,4750,95,94.91,0.02,1.0,2,100.0,4038.0
2025-09-08,meta,Demo Meta Conversion Q1,4700,94,94.19,0.02,1.0,2,100.0,3995.0
2025-09-08,meta,Demo Meta Conversion Q2,4800,96,96.26,0.02,1.0,2,100.0,4080.0
2025-09-09,google,Demo Search Brand,5200,104,103.76,0.02,1.0,2,100.0,
2025-09-09,google,Demo Search Generic,4550,91,91.19,0.02,1.0,2,100.0,
2025-09-09,google,Demo Display Retargeting,5350,107,107.22,0.02,1.0,2,100.0,
2025-09-09,meta,Demo Meta Awareness Q1,5450,109,109.26,0.02,1.0,2,100.0,4632.0
2025-09-09,meta,Demo Meta Awareness Q2,5400,108,107.7,0.02,1.0,2,100.0,4590.0
2025-09-09,meta,Demo Meta Conversion Q1,4900,98,98.47,0.02,1.0,2,100.0,4165.0
2025-09-09,meta,Demo Meta Conversion Q2,5050,101,100.54,0.02,1.0,2,100.0,4292.0
2025-09-10,google,Demo Search Brand,5000,100,100.28,0.02,1.0,2,100.0,
2025-09-10,google,Demo Search Generic,5100,102,101.94,0.02,1.0,2,100.0,
2025-09-10,google,Demo Display Retargeting,5350,107,107.1,0.02,1.0,2,100.0,
2025-09-10,meta,Demo Meta Awareness Q1,5350,107,107.31,0.02,1.0,2,100.0,4548.0
2025-09-10,meta,Demo Meta Awareness Q2,4800,96,96.22,0.02,1.0,2,100.0,4080.0
2025-09-10,meta,Demo Meta Conversion Q1,4600,92,92.22,0.02,1.0,2,100.0,3910.0
2025-09-10,meta,Demo Meta Conversion Q2,5050,101,101.12,0.02,1.0,2,100.0,4292.0
2025-09-11,google,Demo Search Brand,4550,91,90.77,0.02,1.0,2,100.0,
2025-09-11,google,Demo Search Generic,5200,104,103.55,0.02,1.0,2,100.0,
2025-09-11,google,Demo Display Retargeting,5200,104,104.26,0.02,1.0,2,100.0,
2025-09-11,meta,Demo Meta Awareness Q1,5150,103,103.43,0.02,1.0,2,100.0,4378.0
2025-09-11,meta,Demo Meta Awareness Q2,4750,95,95.17,0.02,1.0,2,100.0,4038.0
2025-09-11,meta,Demo Meta Conversion Q1,5250,105,104.85,0.02,1.0,2,100.0,4462.0
2025-09-11,meta,Demo Meta Conversion Q2,4800,96,95.86,0.02,1.0,2,100.0,4080.0
2025-09-12,google,Demo Search Brand,4900,98,98.49,0.02,1.0,2,100.0,
2025-09-12,google,Demo Search Generic,5200,104,103.98,0.02,1.0,2,100.0,
2025-09-12,google,Demo Display Retargeting,4800,96,96.21,0.02,1.0,2,100.0,
2025-09-12,meta,Demo Meta Awareness Q1,5400,108,107.74,0.02,1.0,2,100.0,4590.0
2025-09-12,meta,Demo Meta Awareness Q2,4850,97,96.52,0.02,1.0,2,100.0,4122.0
2025-09-12,meta,Demo Meta Conversion Q1,5350,107,107.2,0.02,1.0,2,100.0,4548.0
2025-09-12,meta,Demo Meta Conversion Q2,5450,109,108.8,0.02,1.0,2,100.0,4632.0
2025-09-13,google,Demo Search Brand,5850,117,116.99,0.02,1.0,2,100.0,
2025-09-13,google,Demo Search Generic,5450,109,109.24,0.02,1.0,2,100.0,
2025-09-13,google,Demo Display Retargeting,5700,114,114.09,0.02,1.0,2,100.0,
2025-09-13,meta,Demo Meta Awareness Q1,6300,126,126.49,0.02,1.0,3,150.0,5355.0
2025-09-13,meta,Demo Meta Awareness Q2,5500,110,110.29,0.02,1.0,2,100.0,4675.0
2025-09-13,meta,Demo Meta Conversion Q1,6450,129,129.01,0.02,1.0,3,150.0,5482.0
2025-09-13,meta,Demo Meta Conversion Q2,6100,122,122.37,0.02,1.0,2,100.0,5185.0
2025-09-14,google,Demo Search Brand,6350,127,127.13,0.02,1.0,3,150.0,
2025-09-14,google,Demo Search Generic,6300,126,126.22,0.02,1.0,3,150.0,
2025-09-14,google,Demo Display Retargeting,6300,126,126.07,0.02,1.0,3,150.0,
2025-09-14,meta,Demo Meta Awareness Q1,5450,109,108.59,0.02,1.0,2,100.0,4632.0
2025-09-14,meta,Demo Meta Awareness Q2,6300,126,125.73,0.02,1.0,3,150.0,5355.0
2025-09-14,meta,Demo Meta Conversion Q1,6200,124,124.26,0.02,1.0,2,100.0,5270.0
2025-09-14,meta,Demo Meta Conversion Q2,6100,122,122.44,0.02,1.0,2,100.0,5185.0
2025-09-15,google,Demo Search Brand,5350,107,107.14,0.02,1.0,2,100.0,
2025-09-15,google,Demo Search Generic,5050,101,100.58,0.02,1.0,2,100.0,
2025-09-15,google,Demo Display Retargeting,5050,101,101.41,0.02,1.0,2,100.0,
2025-09-15,meta,Demo Meta Awareness Q1,5000,100,100.36,0.02,1.0,2,100.0,4250.0
2025-09-15,meta,Demo Meta Awareness Q2,5250,105,104.89,0.02,1.0,2,100.0,4462.0
2025-09-15,meta,Demo Meta Conversion Q1,5450,109,108.61,0.02,1.0,2,100.0,4632.0
2025-09-15,meta,Demo Meta Conversion Q2,5100,102,101.98,0.02,1.0,2,100.0,4335.0
2025-09-16,google,Demo Search Brand,4850,97,97.07,0.02,1.0,2,100.0,
2025-09-16,google,Demo Search Generic,5000,100,100.23,0.02,1.0,2,100.0,
2025-09-16,google,Demo Display Retargeting,5450,109,108.91,0.02,1.0,2,100.0,
2025-09-16,meta,Demo Meta Awareness Q1,4700,94,93.67,0.02,1.0,2,100.0,3995.0
2025-09-16,meta,Demo Meta Awareness Q2,5400,108,108.13,0.02,1.0,2,100.0,4590.0
2025-09-16,meta,Demo Meta Conversion Q1,5350,107,106.63,0.02,1.0,2,100.0,4548.0
2025-09-16,meta,Demo Meta Conversion Q2,4850,97,97.37,0.02,1.0,2,100.0,4122.0
2025-09-17,google,Demo Search Brand,5400,108,107.55,0.02,1.0,2,100.0,
2025-09-17,google,Demo Search Generic,5250,105,104.98,0.02,1.0,2,100.0,
2025-09-17,google,Demo Display Retargeting,5450,109,108.97,0.02,1.0,2,100.0,
2025-09-17,meta,Demo Meta Awareness Q1,5000,100,100.17,0.02,1.0,2,100.0,4250.0
2025-09-17,meta,Demo Meta Awareness Q2,5200,104,104.33,0.02,1.0,2,100.0,4420.0
2025-09-17,meta,Demo Meta Conversion Q1,4850,97,97.07,0.02,1.0,2,100.0,4122.0
2025-09-17,meta,Demo Meta Conversion Q2,4900,98,97.65,0.02,1.0,2,100.0,4165.0
2025-09-18,google,Demo Search Brand,4700,94,93.6,0.02,1.0,2,100.0,
2025-09-18,google,Demo Search Generic,5100,102,101.51,0.02,1.0,2,100.0,
2025-09-18,google,Demo Display Retargeting,4500,90,90.08,0.02,1.0,2,100.0,
2025-09-18,meta,Demo Meta Awareness Q1,5400,108,108.37,0.02,1.0,2,100.0,4590.0
2025-09-18,meta,Demo Meta Awareness Q2,4850,97,96.63,0.02,1.0,2,100.0,4122.0
2025-09-18,meta,Demo Meta Conversion Q1,5100,102,102.45,0.02,1.0,2,100.0,4335.0
2025-09-18,meta,Demo Meta Conversion Q2,5450,109,109.48,0.02,1.0,2,100.0,4632.0
2025-09-19,google,Demo Search Brand,4900,98,98.37,0.02,1.0,2,100.0,
2025-09-19,google,Demo Search Generic,4550,91,91.43,0.02,1.0,2,100.0,
2025-09-19,google,Demo Display Retargeting,4900,98,97.51,0.02,1.0,2,100.0,
2025-09-19,meta,Demo Meta Awareness Q1,5500,110,109.61,0.02,1.0,2,100.0,4675.0
2025-09-19,meta,Demo Meta Awareness Q2,5450,109,109.16,0.02,1.0,2,100.0,4632.0
2025-09-19,meta,Demo Meta Conversion Q1,5200,104,103.65,0.02,1.0,2,100.0,4420.0
2025-09-19,meta,Demo Meta Conversion Q2,5200,104,103.6,0.02,1.0,2,100.0,4420.0
2025-09-20,google,Demo Search Brand,6000,120,119.6,0.02,1.0,2,100.0,
2025-09-20,google,Demo Search Generic,6000,120,120.12,0.02,1.0,2,100.0,
2025-09-20,google,Demo Display Retargeting,6050,121,121.27,0.02,1.0,2,100.0,
2025-09-20,meta,Demo Meta Awareness Q1,5900,118,117.51,0.02,1.0,2,100.0,5015.0
2025-09-20,meta,Demo Meta Awareness Q2,6400,128,127.61,0.02,1.0,3,150.0,5440.0
2025-09-20,meta,Demo Meta Conversion Q1,6500,130,129.8,0.02,1.0,3,150.0,5525.0
2025-09-20,meta,Demo Meta Conversion Q2,6450,129,128.7,0.02,1.0,3,150.0,5482.0
2025-09-21,google,Demo Search Brand,5750,115,114.79,0.02,1.0,2,100.0,
2025-09-21,google,Demo Search Generic,5650,113,112.83,0.02,1.0,2,100.0,
2025-09-21,google,Demo Display Retargeting,6550,131,131.42,0.02,1.0,3,150.0,
2025-09-21,meta,Demo Meta Awareness Q1,5600,112,111.77,0.02,1.0,2,100.0,4760.0
2025-09-21,meta,Demo Meta Awareness Q2,5850,117,116.96,0.02,1.0,2,100.0,4972.0
2025-09-21,meta,Demo Meta Conversion Q1,5450,109,109.21,0.02,1.0,2,100.0,4632.0
2025-09-21,meta,Demo Meta Conversion Q2,5650,113,113.04,0.02,1.0,2,100.0,4802.0
2025-09-22,google,Demo Search Brand,4950,99,98.55,0.02,1.0,2,100.0,
2025-09-22,google,Demo Search Generic,4550,91,91.22,0.02,1.0,2,100.0,
2025-09-22,google,Demo Display Retargeting,5050,101,101.48,0.02,1.0,2,100.0,
2025-09-22,meta,Demo Meta Awareness Q1,4950,99,98.61,0.02,1.0,2,100.0,4208.0
2025-09-22,meta,Demo Meta Awareness Q2,4950,99,98.62,0.02,1.0,2,100.0,4208.0
2025-09-22,meta,Demo Meta Conversion Q1,5250,105,105.25,0.02,1.0,2,100.0,4462.0
2025-09-22,meta,Demo Meta Conversion Q2,4900,98,97.91,0.02,1.0,2,100.0,4165.0
2025-09-23,google,Demo Search Brand,4550,91,91.37,0.02,1.0,2,100.0,
2025-09-23,google,Demo Search Generic,5200,104,103.67,0.02,1.0,2,100.0,
2025-09-23,google,Demo Display Retargeting,5200,104,103.94,0.02,1.0,2,100.0,
2025-09-23,meta,Demo Meta Awareness Q1,5000,100,100.28,0.02,1.0,2,100.0,4250.0
2025-09-23,meta,Demo Meta Awareness Q2,4500,90,90.11,0.02,1.0,2,100.0,3825.0
2025-09-23,meta,Demo Meta Conversion Q1,5450,109,108.98,0.02,1.0,2,100.0,4632.0
2025-09-23,meta,Demo Meta Conversion Q2,4800,96,96.08,0.02,1.0,2,100.0,4080.0
2025-09-24,google,Demo Search Brand,4800,96,96.12,0.02,1.0,2,100.0,
2025-09-24,google,Demo Search Generic,4700,94,93.7,0.02,1.0,2,100.0,
2025-09-24,google,Demo Display Retargeting,5150,103,102.74,0.02,1.0,2,100.0,
2025-09-24,meta,Demo Meta Awareness Q1,5100,102,101.91,0.02,1.0,2,100.0,4335.0
2025-09-24,meta,Demo Meta Awareness Q2,5400,108,107.77,0.02,1.0,2,100.0,4590.0
2025-09-24,meta,Demo Meta Conversion Q1,5150,103,102.51,0.02,1.0,2,100.0,4378.0
2025-09-24,meta,Demo Meta Conversion Q2,4750,95,95.43,0.02,1.0,2,100.0,4038.0
2025-09-25,google,Demo Search Brand,5300,106,105.7,0.02,1.0,2,100.0,
2025-09-25,google,Demo Search Generic,4800,96,95.8,0.02,1.0,2,100.0,
2025-09-25,google,Demo Display Retargeting,5400,108,107.92,0.02,1.0,2,100.0,
2025-09-25,meta,Demo Meta Awareness Q1,4600,92,92.12,0.02,1.0,2,100.0,3910.0
2025-09-25,meta,Demo Meta Awareness Q2,4900,98,98.49,0.02,1.0,2,100.0,4165.0
2025-09-25,meta,Demo Meta Conversion Q1,5500,110,109.6,0.02,1.0,2,100.0,4675.0
2025-09-25,meta,Demo Meta Conversion Q2,5250,105,105.11,0.02,1.0,2,100.0,4462.0
2025-09-26,google,Demo Search Brand,4850,97,96.89,0.02,1.0,2,100.0,
2025-09-26,google,Demo Search Generic,5250,105,104.9,0.02,1.0,2,100.0,
2025-09-26,google,Demo Display Retargeting,4500,90,90.3,0.02,1.0,2,100.0,
2025-09-26,meta,Demo Meta Awareness Q1,4500,90,90.36,0.02,1.0,2,100.0,3825.0
2025-09-26,meta,Demo Meta Awareness Q2,4900,98,98.1,0.02,1.0,2,100.0,4165.0
2025-09-26,meta,Demo Meta Conversion Q1,5450,109,109.17,0.02,1.0,2,100.0,4632.0
2025-09-26,meta,Demo Meta Conversion Q2,5050,101,101.34,0.02,1.0,2,100.0,4292.0
2025-09-27,google,Demo Search Brand,5500,110,110.42,0.02,1.0,2,100.0,
2025-09-27,google,Demo Search Generic,6100,122,121.86,0.02,1.0,2,100.0,
2025-09-27,google,Demo Display Retargeting,6500,130,129.65,0.02,1.0,3,150.0,
2025-09-27,meta,Demo Meta Awareness Q1,6100,122,121.78,0.02,1.0,2,100.0,5185.0
2025-09-27,meta,Demo Meta Awareness Q2,5750,115,114.8,0.02,1.0,2,100.0,4888.0
2025-09-27,meta,Demo Meta Conversion Q1,6550,131,131.36,0.02,1.0,3,150.0,5568.0
2025-09-27,meta,Demo Meta Conversion Q2,6550,131,130.59,0.02,1.0,3,150.0,5568.0
2025-09-28,google,Demo Search Brand,5950,119,119.31,0.02,1.0,2,100.0,
2025-09-28,google,Demo Search Generic,6400,128,128.1,0.02,1.0,3,150.0,
2025-09-28,google,Demo Display Retargeting,5750,115,115.37,0.02,1.0,2,100.0,
2025-09-28,meta,Demo Meta Awareness Q1,5650,113,113.29,0.02,1.0,2,100.0,4802.0
2025-09-28,meta,Demo Meta Awareness Q2,5950,119,118.84,0.02,1.0,2,100.0,5058.0
2025-09-28,meta,Demo Meta Conversion Q1,6450,129,129.36,0.02,1.0,3,150.0,5482.0
2025-09-28,meta,Demo Meta Conversion Q2,6300,126,126.37,0.02,1.0,3,150.0,5355.0
2025-09-29,google,Demo Search Brand,5500,110,109.92,0.02,1.0,2,100.0,
2025-09-29,google,Demo Search Generic,5300,106,105.76,0.02,1.0,2,100.0,
2025-09-29,google,Demo Display Retargeting,5300,106,105.72,0.02,1.0,2,100.0,
2025-09-29,meta,Demo Meta Awareness Q1,5350,107,106.92,0.02,1.0,2,100.0,4548.0
2025-09-29,meta,Demo Meta Awareness Q2,4550,91,90.88,0.02,1.0,2,100.0,3868.0
2025-09-29,meta,Demo Meta Conversion Q1,5200,104,104.27,0.02,1.0,2,100.0,4420.0
2025-09-29,meta,Demo Meta Conversion Q2,4600,92,91.57,0.02,1.0,2,100.0,3910.0
2025-09-30,google,Demo Search Brand,5000,100,99.98,0.02,1.0,2,100.0,
2025-09-30,google,Demo Search Generic,5000,100,99.56,0.02,1.0,2,100.0,
2025-09-30,google,Demo Display Retargeting,5250,105,105.07,0.02,1.0,2,100.0,
2025-09-30,meta,Demo Meta Awareness Q1,5450,109,108.81,0.02,1.0,2,100.0,4632.0
2025-09-30,meta,Demo Meta Awareness Q2,4650,93,93.45,0.02,1.0,2,100.0,3952.0
2025-09-30,meta,Demo Meta Conversion Q1,5450,109,108.65,0.02,1.0,2,100.0,4632.0
2025-09-30,meta,Demo Meta Conversion Q2,5200,104,104.2,0.02,1.0,2,100.0,4420.0
2025-10-01,google,Demo Search Brand,5100,102,102.25,0.02,1.0,2,100.0,
2025-10-01,google,Demo Search Generic,5250,105,104.78,0.02,1.0,2,100.0,
2025-10-01,google,Demo Display Retargeting,4700,94,94.38,0.02,1.0,2,100.0,
2025-10-01,meta,Demo Meta Awareness Q1,4550,91,91.23,0.02,1.0,2,100.0,3868.0
2025-10-01,meta,Demo Meta Awareness Q2,4700,94,94.29,0.02,1.0,2,100.0,3995.0
2025-10-01,meta,Demo Meta Conversion Q1,4850,97,97.06,0.02,1.0,2,100.0,4122.0
2025-10-01,meta,Demo Meta Conversion Q2,4950,99,98.58,0.02,1.0,2,100.0,4208.0
2025-10-02,google,Demo Search Brand,4600,92,92.41,0.02,1.0,2,100.0,
2025-10-02,google,Demo Search Generic,5250,105,105.12,0.02,1.0,2,100.0,
2025-10-02,google,Demo Display Retargeting,5050,101,101.04,0.02,1.0,2,100.0,
2025-10-02,meta,Demo Meta Awareness Q1,5150,103,103.22,0.02,1.0,2,100.0,4378.0
2025-10-02,meta,Demo Meta Awareness Q2,4600,92,91.7,0.02,1.0,2,100.0,3910.0
2025-10-02,meta,Demo Meta Conversion Q1,5000,100,100.01,0.02,1.0,2,100.0,4250.0
2025-10-02,meta,Demo Meta Conversion Q2,5350,107,107.49,0.02,1.0,2,100.0,4548.0
2025-10-03,google,Demo Search Brand,5350,107,107.21,0.02,1.0,2,100.0,
2025-10-03,google,Demo Search Generic,5200,104,104.02,0.02,1.0,2,100.0,
2025-10-03,google,Demo Display Retargeting,5100,102,102.12,0.02,1.0,2,100.0,
2025-10-03,meta,Demo Meta Awareness Q1,5400,108,108.49,0.02,1.0,2,100.0,4590.0
2025-10-03,meta,Demo Meta Awareness Q2,4600,92,92.14,0.02,1.0,2,100.0,3910.0
2025-10-03,meta,Demo Meta Conversion Q1,4550,91,90.81,0.02,1.0,2,100.0,3868.0
2025-10-03,meta,Demo Meta Conversion Q2,5250,105,104.54,0.02,1.0,2,100.0,4462.0
2025-10-04,google,Demo Search Brand,5800,116,116.49,0.02,1.0,2,100.0,
2025-10-04,google,Demo Search Generic,5550,111,111.19,0.02,1.0,2,100.0,
2025-10-04,google,Demo Display Retargeting,6500,130,130.48,0.02,1.0,3,150.0,
2025-10-04,meta,Demo Meta Awareness Q1,5400,108,108.48,0.02,1.0,2,100.0,4590.0
2025-10-04,meta,Demo Meta Awareness Q2,6350,127,126.95,0.02,1.0,3,150.0,5398.0
2025-10-04,meta,Demo Meta Conversion Q1,5900,118,117.67,0.02,1.0,2,100.0,5015.0
2025-10-04,meta,Demo Meta Conversion Q2,5850,117,117.13,0.02,1.0,2,100.0,4972.0
2025-10-05,google,Demo Search Brand,5900,118,117.9,0.02,1.0,2,100.0,
2025-10-05,google,Demo Search Generic,5800,116,116.39,0.02,1.0,2,100.0,
2025-10-05,google,Demo Display Retargeting,5550,111,110.6,0.02,1.0,2,100.0,
2025-10-05,meta,Demo Meta Awareness Q1,6250,125,125.03,0.02,1.0,2,100.0,5312.0
2025-10-05,meta,Demo Meta Awareness Q2,6000,120,120.41,0.02,1.0,2,100.0,5100.0
2025-10-05,meta,Demo Meta Conversion Q1,5900,118,117.53,0.02,1.0,2,100.0,5015.0
2025-10-05,meta,Demo Meta Conversion Q2,6050,121,120.8,0.02,1.0,2,100.0,5142.0
2025-10-06,google,Demo Search Brand,5000,100,99.59,0.02,1.0,2,100.0,
2025-10-06,google,Demo Search Generic,4750,95,94.91,0.02,1.0,2,100.0,
2025-10-06,google,Demo Display Retargeting,4650,93,93.11,0.02,1.0,2,100.0,
2025-10-06,meta,Demo Meta Awareness Q1,5300,106,105.99,0.02,1.0,2,100.0,4505.0
2025-10-06,meta,Demo Meta Awareness Q2,5200,104,104.29,0.02,1.0,2,100.0,4420.0
2025-10-06,meta,Demo Meta Conversion Q1,4700,94,93.85,0.02,1.0,2,100.0,3995.0
2025-10-06,meta,Demo Meta Conversion Q2,4600,92,92.44,0.02,1.0,2,100.0,3910.0
