data_date,url,clicks,impressions,avg_position
2025-08-03,/booking,12,276,2.4
2025-08-03,/about,12,254,2.8
2025-08-03,/contact,11,226,3.2
2025-08-03,/locations/stockholm,10,201,3.6
2025-08-03,/locations/helsinki,9,160,4.0
2025-08-03,/locations/oslo,8,142,4.4
2025-08-03,/pricing,7,113,4.8
2025-08-03,/membership,7,107,5.2
2025-08-03,/blog,5,73,5.6
2025-08-04,/,11,277,2.0
2025-08-04,/booking,13,300,2.4
2025-08-04,/about,13,280,2.8
2025-08-04,/contact,9,192,3.2
2025-08-04,/locations/stockholm,12,223,3.6
2025-08-04,/locations/helsinki,8,150,4.0
2025-08-04,/locations/oslo,9,159,4.4
2025-08-04,/pricing,8,139,4.8
2025-08-04,/membership,6,92,5.2
2025-08-04,/blog,6,85,5.6
2025-08-05,/,13,320,2.0
2025-08-05,/booking,14,315,2.4
2025-08-05,/about,10,227,2.8
2025-08-05,/contact,10,200,3.2
2025-08-05,/locations/stockholm,11,210,3.6
2025-08-05,/locations/helsinki,10,176,4.0
2025-08-05,/locations/oslo,10,164,4.4
2025-08-05,/pricing,7,122,4.8
2025-08-05,/membership,5,85,5.2
2025-08-05,/blog,5,75,5.6
2025-08-06,/,13,315,2.0
2025-08-06,/booking,11,260,2.4
2025-08-06,/about,12,250,2.8
2025-08-06,/contact,11,232,3.2
2025-08-06,/locations/stockholm,11,213,3.6
2025-08-06,/locations/helsinki,9,161,4.0
2025-08-06,/locations/oslo,8,140,4.4
2025-08-06,/pricing,8,132,4.8
2025-08-06,/membership,6,96,5.2
2025-08-06,/blog,5,81,5.6
2025-08-07,/,11,279,2.0
2025-08-07,/booking,13,296,2.4
2025-08-07,/about,10,224,2.8
2025-08-07,/contact,11,222,3.2
2025-08-07,/locations/stockholm,9,181,3.6
2025-08-07,/locations/helsinki,10,176,4.0
2025-08-07,/locations/oslo,9,159,4.4
2025-08-07,/pricing,8,126,4.8
2025-08-07,/membership,6,90,5.2
2025-08-07,/blog,6,84,5.6
2025-08-08,/,10,255,2.0
2025-08-08,/booking,13,294,2.4
2025-08-08,/about,12,267,2.8
2025-08-08,/contact,12,252,3.2
2025-08-08,/locations/stockholm,12,222,3.6
2025-08-08,/locations/helsinki,9,157,4.0
2025-08-08,/locations/oslo,10,170,4.4
2025-08-08,/pricing,7,112,4.8
2025-08-08,/membership,7,102,5.2
2025-08-08,/blog,4,67,5.6
2025-08-09,/,12,289,2.0
2025-08-09,/booking,13,299,2.4
2025-08-09,/about,13,283,2.8
2025-08-09,/contact,10,213,3.2
2025-08-09,/locations/stockholm,10,196,3.6
2025-08-09,/locations/helsinki,11,191,4.0
2025-08-09,/locations/oslo,9,154,4.4
2025-08-09,/pricing,9,140,4.8
2025-08-09,/membership,6,95,5.2
2025-08-09,/blog,5,68,5.6
2025-08-10,/,12,304,2.0
2025-08-10,/booking,12,272,2.4
2025-08-10,/about,13,279,2.8
2025-08-10,/contact,10,197,3.2
2025-08-10,/locations/stockholm,9,173,3.6
2025-08-10,/locations/helsinki,9,158,4.0
2025-08-10,/locations/oslo,9,158,4.4
2025-08-10,/pricing,7,118,4.8
2025-08-10,/membership,6,88,5.2
2025-08-10,/blog,6,84,5.6
2025-08-11,/,13,324,2.0
2025-08-11,/booking,13,307,2.4
2025-08-11,/about,10,221,2.8
2025-08-11,/contact,10,213,3.2
2025-08-11,/locations/stockholm,11,208,3.6
2025-08-11,/locations/helsinki,8,153,4.0
2025-08-11,/locations/oslo,10,172,4.4
2025-08-11,/pricing,9,143,4.8
2025-08-11,/membership,6,101,5.2
2025-08-11,/blog,6,86,5.6
2025-08-12,/,14,339,2.0
2025-08-12,/booking,12,284,2.4
2025-08-12,/about,10,219,2.8
2025-08-12,/contact,10,200,3.2
2025-08-12,/locations/stockholm,10,188,3.6
2025-08-12,/locations/helsinki,11,192,4.0
2025-08-12,/locations/oslo,9,152,4.4
2025-08-12,/pricing,8,137,4.8
2025-08-12,/membership,7,106,5.2
2025-08-12,/blog,5,82,5.6
2025-08-13,/,11,279,2.0
2025-08-13,/booking,13,292,2.4
2025-08-13,/about,10,218,2.8
2025-08-13,/contact,12,238,3.2
2025-08-13,/locations/stockholm,10,199,3.6
2025-08-13,/locations/helsinki,9,166,4.0
2025-08-13,/locations/oslo,9,159,4.4
2025-08-13,/pricing,7,107,4.8
2025-08-13,/membership,7,108,5.2
2025-08-13,/blog,5,76,5.6
2025-08-14,/,12,294,2.0
2025-08-14,/booking,12,277,2.4
2025-08-14,/about,11,233,2.8
2025-08-14,/contact,11,233,3.2
2025-08-14,/locations/stockholm,10,184,3.6
2025-08-14,/locations/helsinki,11,197,4.0
2025-08-14,/locations/oslo,9,163,4.4
2025-08-14,/pricing,8,139,4.8
2025-08-14,/membership,7,106,5.2
2025-08-14,/blog,4,66,5.6
2025-08-15,/,12,302,2.0
2025-08-15,/booking,13,292,2.4
2025-08-15,/about,12,259,2.8
2025-08-15,/contact,12,237,3.2
2025-08-15,/locations/stockholm,11,202,3.6
2025-08-15,/locations/helsinki,10,182,4.0
2025-08-15,/locations/oslo,9,153,4.4
2025-08-15,/pricing,7,109,4.8
2025-08-15,/membership,7,103,5.2
2025-08-15,/blog,5,74,5.6
2025-08-16,/,12,300,2.0
2025-08-16,/booking,10,240,2.4
2025-08-16,/about,13,280,2.8
2025-08-16,/contact,12,248,3.2
2025-08-16,/locations/stockholm,9,173,3.6
2025-08-16,/locations/helsinki,11,196,4.0
2025-08-16,/locations/oslo,10,165,4.4
2025-08-16,/pricing,8,135,4.8
2025-08-16,/membership,7,113,5.2
2025-08-16,/blog,5,79,5.6
2025-08-17,/,11,266,2.0
2025-08-17,/booking,11,247,2.4
2025-08-17,/about,10,218,2.8
2025-08-17,/contact,11,220,3.2
2025-08-17,/locations/stockholm,9,180,3.6
2025-08-17,/locations/helsinki,8,151,4.0
2025-08-17,/locations/oslo,9,151,4.4
2025-08-17,/pricing,7,118,4.8
2025-08-17,/membership,6,91,5.2
2025-08-17,/blog,5,80,5.6
2025-08-18,/,12,307,2.0
2025-08-18,/booking,12,279,2.4
2025-08-18,/about,11,239,2.8
2025-08-18,/contact,12,242,3.2
2025-08-18,/locations/stockholm,9,179,3.6
2025-08-18,/locations/helsinki,9,172,4.0
2025-08-18,/locations/oslo,8,145,4.4
2025-08-18,/pricing,8,136,4.8
2025-08-18,/membership,6,91,5.2
2025-08-18,/blog,6,86,5.6
2025-08-19,/,11,269,2.0
2025-08-19,/booking,12,270,2.4
2025-08-19,/about,12,258,2.8
2025-08-19,/contact,11,220,3.2
2025-08-19,/locations/stockholm,12,223,3.6
2025-08-19,/locations/helsinki,10,183,4.0
2025-08-19,/locations/oslo,9,158,4.4
2025-08-19,/pricing,8,139,4.8
2025-08-19,/membership,6,89,5.2
2025-08-19,/blog,5,74,5.6
2025-08-20,/,12,291,2.0
2025-08-20,/booking,13,296,2.4
2025-08-20,/about,13,276,2.8
2025-08-20,/contact,11,222,3.2
2025-08-20,/locations/stockholm,9,177,3.6
2025-08-20,/locations/helsinki,10,189,4.0
2025-08-20,/locations/oslo,9,163,4.4
2025-08-20,/pricing,7,117,4.8
2025-08-20,/membership,6,90,5.2
2025-08-20,/blog,4,67,5.6
2025-08-21,/,11,264,2.0
2025-08-21,/booking,11,258,2.4
2025-08-21,/about,12,266,2.8
2025-08-21,/contact,10,211,3.2
2025-08-21,/locations/stockholm,11,220,3.6
2025-08-21,/locations/helsinki,9,166,4.0
2025-08-21,/locations/oslo,9,159,4.4
2025-08-21,/pricing,7,114,4.8
2025-08-21,/membership,6,88,5.2
2025-08-21,/blog,5,69,5.6
2025-08-22,/,12,311,2.0
2025-08-22,/booking,12,289,2.4
2025-08-22,/about,12,259,2.8
2025-08-22,/contact,11,220,3.2
2025-08-22,/locations/stockholm,11,204,3.6
2025-08-22,/locations/helsinki,11,198,4.0
2025-08-22,/locations/oslo,8,131,4.4
2025-08-22,/pricing,7,109,4.8
2025-08-22,/membership,6,100,5.2
2025-08-22,/blog,5,82,5.6
2025-08-23,/,13,334,2.0
2025-08-23,/booking,13,294,2.4
2025-08-23,/about,11,229,2.8
2025-08-23,/contact,12,242,3.2
2025-08-23,/locations/stockholm,10,183,3.6
2025-08-23,/locations/helsinki,8,150,4.0
2025-08-23,/locations/oslo,8,134,4.4
2025-08-23,/pricing,9,143,4.8
2025-08-23,/membership,7,106,5.2
2025-08-23,/blog,4,67,5.6
2025-08-24,/,11,283,2.0
2025-08-24,/booking,13,307,2.4
2025-08-24,/about,12,266,2.8
2025-08-24,/contact,10,208,3.2
2025-08-24,/locations/stockholm,12,229,3.6
2025-08-24,/locations/helsinki,10,179,4.0
2025-08-24,/locations/oslo,9,152,4.4
2025-08-24,/pricing,8,128,4.8
2025-08-24,/membership,7,107,5.2
2025-08-24,/blog,5,70,5.6
2025-08-25,/,10,257,2.0
2025-08-25,/booking,12,287,2.4
2025-08-25,/about,11,248,2.8
2025-08-25,/contact,12,246,3.2
2025-08-25,/locations/stockholm,12,226,3.6
2025-08-25,/locations/helsinki,10,181,4.0
2025-08-25,/locations/oslo,9,154,4.4
2025-08-25,/pricing,8,130,4.8
2025-08-25,/membership,6,87,5.2
2025-08-25,/blog,5,72,5.6
2025-08-26,/,13,314,2.0
2025-08-26,/booking,12,277,2.4
2025-08-26,/about,12,271,2.8
2025-08-26,/contact,10,199,3.2
2025-08-26,/locations/stockholm,11,208,3.6
2025-08-26,/locations/helsinki,11,193,4.0
2025-08-26,/locations/oslo,9,157,4.4
2025-08-26,/pricing,7,109,4.8
2025-08-26,/membership,7,105,5.2
2025-08-26,/blog,6,83,5.6
2025-08-27,/,11,268,2.0
2025-08-27,/booking,12,285,2.4
2025-08-27,/about,11,249,2.8
2025-08-27,/contact,10,206,3.2
2025-08-27,/locations/stockholm,10,197,3.6
2025-08-27,/locations/helsinki,9,171,4.0
2025-08-27,/locations/oslo,9,153,4.4
2025-08-27,/pricing,8,134,4.8
2025-08-27,/membership,6,88,5.2
2025-08-27,/blog,5,68,5.6
2025-08-28,/,13,313,2.0
2025-08-28,/booking,10,244,2.4
2025-08-28,/about,12,262,2.8
2025-08-28,/contact,12,236,3.2
2025-08-28,/locations/stockholm,10,190,3.6
2025-08-28,/locations/helsinki,11,201,4.0
2025-08-28,/locations/oslo,9,149,4.4
2025-08-28,/pricing,9,142,4.8
2025-08-28,/membership,6,90,5.2
2025-08-28,/blog,6,85,5.6
2025-08-29,/,12,307,2.0
2025-08-29,/booking,14,315,2.4
2025-08-29,/about,12,257,2.8
2025-08-29,/contact,12,254,3.2
2025-08-29,/locations/stockholm,10,191,3.6
2025-08-29,/locations/helsinki,10,182,4.0
2025-08-29,/locations/oslo,7,129,4.4
2025-08-29,/pricing,8,128,4.8
2025-08-29,/membership,6,96,5.2
2025-08-29,/blog,5,82,5.6
2025-08-30,/,12,300,2.0
2025-08-30,/booking,12,277,2.4
2025-08-30,/about,13,286,2.8
2025-08-30,/contact,12,251,3.2
2025-08-30,/locations/stockholm,12,226,3.6
2025-08-30,/locations/helsinki,9,158,4.0
2025-08-30,/locations/oslo,10,167,4.4
2025-08-30,/pricing,7,122,4.8
2025-08-30,/membership,7,111,5.2
2025-08-30,/blog,5,75,5.6
2025-08-31,/,13,315,2.0
2025-08-31,/booking,11,254,2.4
2025-08-31,/about,10,227,2.8
2025-08-31,/contact,11,229,3.2
2025-08-31,/locations/stockholm,9,179,3.6
2025-08-31,/locations/helsinki,10,182,4.0
2025-08-31,/locations/oslo,7,129,4.4
2025-08-31,/pricing,7,114,4.8
2025-08-31,/membership,6,93,5.2
2025-08-31,/blog,5,68,5.6
2025-09-01,/,11,266,2.0
2025-09-01,/booking,13,297,2.4
2025-09-01,/about,11,244,2.8
2025-09-01,/contact,10,208,3.2
2025-09-01,/locations/stockholm,10,188,3.6
2025-09-01,/locations/helsinki,10,190,4.0
2025-09-01,/locations/oslo,8,138,4.4
2025-09-01,/pricing,8,135,4.8
2025-09-01,/membership,7,107,5.2
2025-09-01,/blog,4,65,5.6
2025-09-02,/,13,337,2.0
2025-09-02,/booking,12,280,2.4
2025-09-02,/about,13,275,2.8
2025-09-02,/contact,10,213,3.2
2025-09-02,/locations/stockholm,11,211,3.6
2025-09-02,/locations/helsinki,10,180,4.0
2025-09-02,/locations/oslo,8,140,4.4
2025-09-02,/pricing,8,138,4.8
2025-09-02,/membership,7,109,5.2
2025-09-02,/blog,5,79,5.6
2025-09-03,/,13,333,2.0
2025-09-03,/booking,11,252,2.4
2025-09-03,/about,12,266,2.8
2025-09-03,/contact,10,211,3.2
2025-09-03,/locations/stockholm,12,226,3.6
2025-09-03,/locations/helsinki,10,178,4.0
2025-09-03,/locations/oslo,10,166,4.4
2025-09-03,/pricing,7,113,4.8
2025-09-03,/membership,6,95,5.2
2025-09-03,/blog,5,81,5.6
2025-09-04,/,11,287,2.0
2025-09-04,/booking,10,241,2.4
2025-09-04,/about,12,262,2.8
2025-09-04,/contact,10,199,3.2
2025-09-04,/locations/stockholm,11,203,3.6
2025-09-04,/locations/helsinki,11,193,4.0
2025-09-04,/locations/oslo,9,154,4.4
2025-09-04,/pricing,8,125,4.8
2025-09-04,/membership,6,92,5.2
2025-09-04,/blog,4,67,5.6
2025-09-05,/,10,257,2.0
2025-09-05,/booking,13,300,2.4
2025-09-05,/about,10,215,2.8
2025-09-05,/contact,12,249,3.2
2025-09-05,/locations/stockholm,10,194,3.6
2025-09-05,/locations/helsinki,11,197,4.0
2025-09-05,/locations/oslo,8,135,4.4
2025-09-05,/pricing,8,137,4.8
2025-09-05,/membership,7,111,5.2
2025-09-05,/blog,5,73,5.6
2025-09-06,/,14,343,2.0
2025-09-06,/booking,11,251,2.4
2025-09-06,/about,10,221,2.8
2025-09-06,/contact,13,257,3.2
2025-09-06,/locations/stockholm,10,185,3.6
2025-09-06,/locations/helsinki,8,150,4.0
2025-09-06,/locations/oslo,8,145,4.4
2025-09-06,/pricing,9,143,4.8
2025-09-06,/membership,7,110,5.2
2025-09-06,/blog,4,66,5.6
2025-09-07,/,11,287,2.0
2025-09-07,/booking,12,278,2.4
2025-09-07,/about,13,272,2.8
2025-09-07,/contact,10,204,3.2
2025-09-07,/locations/stockholm,9,175,3.6
2025-09-07,/locations/helsinki,10,187,4.0
2025-09-07,/locations/oslo,7,128,4.4
2025-09-07,/pricing,8,126,4.8
2025-09-07,/membership,7,106,5.2
2025-09-07,/blog,5,79,5.6
2025-09-08,/,12,301,2.0
2025-09-08,/booking,13,298,2.4
2025-09-08,/about,12,257,2.8
2025-09-08,/contact,12,247,3.2
2025-09-08,/locations/stockholm,11,205,3.6
2025-09-08,/locations/helsinki,9,171,4.0
2025-09-08,/locations/oslo,9,154,4.4
2025-09-08,/pricing,7,122,4.8
2025-09-08,/membership,6,91,5.2
2025-09-08,/blog,5,74,5.6
2025-09-09,/,14,340,2.0
2025-09-09,/booking,12,282,2.4
2025-09-09,/about,12,267,2.8
2025-09-09,/contact,12,236,3.2
2025-09-09,/locations/stockholm,10,198,3.6
2025-09-09,/locations/helsinki,9,170,4.0
2025-09-09,/locations/oslo,8,136,4.4
2025-09-09,/pricing,7,107,4.8
2025-09-09,/membership,7,111,5.2
2025-09-09,/blog,5,70,5.6
2025-09-10,/,12,308,2.0
2025-09-10,/booking,12,272,2.4
2025-09-10,/about,10,221,2.8
2025-09-10,/contact,10,194,3.2
2025-09-10,/locations/stockholm,12,226,3.6
2025-09-10,/locations/helsinki,9,168,4.0
2025-09-10,/locations/oslo,8,142,4.4
2025-09-10,/pricing,7,109,4.8
2025-09-10,/membership,5,85,5.2
2025-09-10,/blog,5,80,5.6
2025-09-11,/,13,335,2.0
2025-09-11,/booking,11,255,2.4
2025-09-11,/about,11,246,2.8
2025-09-11,/contact,11,233,3.2
2025-09-11,/locations/stockholm,9,180,3.6
2025-09-11,/locations/helsinki,9,168,4.0
2025-09-11,/locations/oslo,9,150,4.4
2025-09-11,/pricing,8,130,4.8
2025-09-11,/membership,7,114,5.2
2025-09-11,/blog,5,75,5.6
2025-09-12,/,11,278,2.0
2025-09-12,/booking,12,288,2.4
2025-09-12,/about,10,221,2.8
2025-09-12,/contact,9,192,3.2
2025-09-12,/locations/stockholm,10,193,3.6
2025-09-12,/locations/helsinki,8,152,4.0
2025-09-12,/locations/oslo,9,149,4.4
2025-09-12,/pricing,7,119,4.8
2025-09-12,/membership,7,112,5.2
2025-09-12,/blog,5,68,5.6
2025-09-13,/,13,317,2.0
2025-09-13,/booking,12,286,2.4
2025-09-13,/about,13,287,2.8
2025-09-13,/contact,11,230,3.2
2025-09-13,/locations/stockholm,11,218,3.6
2025-09-13,/locations/helsinki,9,167,4.0
2025-09-13,/locations/oslo,8,131,4.4
2025-09-13,/pricing,7,121,4.8
2025-09-13,/membership,7,105,5.2
2025-09-13,/blog,5,69,5.6
2025-09-14,/,11,267,2.0
2025-09-14,/booking,10,242,2.4
2025-09-14,/about,12,252,2.8
2025-09-14,/contact,10,214,3.2
2025-09-14,/locations/stockholm,11,216,3.6
2025-09-14,/locations/helsinki,10,182,4.0
2025-09-14,/locations/oslo,10,170,4.4
2025-09-14,/pricing,9,143,4.8
2025-09-14,/membership,5,85,5.2
2025-09-14,/blog,5,69,5.6
2025-09-15,/,11,277,2.0
2025-09-15,/booking,13,306,2.4
2025-09-15,/about,10,222,2.8
2025-09-15,/contact,11,219,3.2
2025-09-15,/locations/stockholm,9,173,3.6
2025-09-15,/locations/helsinki,10,174,4.0
2025-09-15,/locations/oslo,7,129,4.4
2025-09-15,/pricing,8,133,4.8
2025-09-15,/membership,6,101,5.2
2025-09-15,/blog,6,86,5.6
2025-09-16,/,14,344,2.0
2025-09-16,/booking,13,298,2.4
2025-09-16,/about,11,234,2.8
2025-09-16,/contact,10,199,3.2
2025-09-16,/locations/stockholm,9,179,3.6
2025-09-16,/locations/helsinki,10,185,4.0
2025-09-16,/locations/oslo,8,134,4.4
2025-09-16,/pricing,7,117,4.8
2025-09-16,/membership,6,88,5.2
2025-09-16,/blog,4,65,5.6
2025-09-17,/,12,290,2.0
2025-09-17,/booking,12,268,2.4
2025-09-17,/about,10,227,2.8
2025-09-17,/contact,12,253,3.2
2025-09-17,/locations/stockholm,11,206,3.6
2025-09-17,/locations/helsinki,9,164,4.0
2025-09-17,/locations/oslo,10,165,4.4
2025-09-17,/pricing,8,127,4.8
2025-09-17,/membership,6,98,5.2
2025-09-17,/blog,5,81,5.6
2025-09-18,/,12,288,2.0
2025-09-18,/booking,13,300,2.4
2025-09-18,/about,10,213,2.8
2025-09-18,/contact,10,208,3.2
2025-09-18,/locations/stockholm,11,202,3.6
2025-09-18,/locations/helsinki,11,193,4.0
2025-09-18,/locations/oslo,9,161,4.4
2025-09-18,/pricing,9,141,4.8
2025-09-18,/membership,6,93,5.2
2025-09-18,/blog,6,85,5.6
2025-09-19,/,11,265,2.0
2025-09-19,/booking,11,250,2.4
2025-09-19,/about,11,248,2.8
2025-09-19,/contact,10,205,3.2
2025-09-19,/locations/stockholm,9,172,3.6
2025-09-19,/locations/helsinki,10,182,4.0
2025-09-19,/locations/oslo,8,146,4.4
2025-09-19,/pricing,9,141,4.8
2025-09-19,/membership,7,115,5.2
2025-09-19,/blog,6,85,5.6
2025-09-20,/,12,301,2.0
2025-09-20,/booking,11,259,2.4
2025-09-20,/about,13,284,2.8
2025-09-20,/contact,11,216,3.2
2025-09-20,/locations/stockholm,10,193,3.6
2025-09-20,/locations/helsinki,10,182,4.0
2025-09-20,/locations/oslo,9,156,4.4
2025-09-20,/pricing,7,110,4.8
2025-09-20,/membership,6,91,5.2
2025-09-20,/blog,4,64,5.6
2025-09-21,/,11,264,2.0
2025-09-21,/booking,11,262,2.4
2025-09-21,/about,13,284,2.8
2025-09-21,/contact,12,245,3.2
2025-09-21,/locations/stockholm,10,184,3.6
2025-09-21,/locations/helsinki,9,155,4.0
2025-09-21,/locations/oslo,10,172,4.4
2025-09-21,/pricing,8,133,4.8
2025-09-21,/membership,6,101,5.2
2025-09-21,/blog,6,86,5.6
2025-09-22,/,14,341,2.0
2025-09-22,/booking,10,243,2.4
2025-09-22,/about,12,260,2.8
2025-09-22,/contact,12,238,3.2
2025-09-22,/locations/stockholm,12,222,3.6
2025-09-22,/locations/helsinki,10,175,4.0
2025-09-22,/locations/oslo,9,158,4.4
2025-09-22,/pricing,7,120,4.8
2025-09-22,/membership,6,97,5.2
2025-09-22,/blog,5,76,5.6
2025-09-23,/,11,274,2.0
2025-09-23,/booking,13,299,2.4
2025-09-23,/about,12,250,2.8
2025-09-23,/contact,12,249,3.2
2025-09-23,/locations/stockholm,11,217,3.6
2025-09-23,/locations/helsinki,10,178,4.0
2025-09-23,/locations/oslo,9,158,4.4
2025-09-23,/pricing,8,138,4.8
2025-09-23,/membership,6,95,5.2
2025-09-23,/blog,5,80,5.6
2025-09-24,/,14,338,2.0
2025-09-24,/booking,10,236,2.4
2025-09-24,/about,12,250,2.8
2025-09-24,/contact,10,201,3.2
2025-09-24,/locations/stockholm,10,193,3.6
2025-09-24,/locations/helsinki,11,192,4.0
2025-09-24,/locations/oslo,8,136,4.4
2025-09-24,/pricing,7,108,4.8
2025-09-24,/membership,6,94,5.2
2025-09-24,/blog,5,81,5.6
2025-09-25,/,11,265,2.0
2025-09-25,/booking,12,282,2.4
2025-09-25,/about,12,268,2.8
2025-09-25,/contact,11,230,3.2
2025-09-25,/locations/stockholm,12,226,3.6
2025-09-25,/locations/helsinki,10,189,4.0
2025-09-25,/locations/oslo,8,131,4.4
2025-09-25,/pricing,8,138,4.8
2025-09-25,/membership,6,101,5.2
2025-09-25,/blog,6,86,5.6
2025-09-26,/,14,344,2.0
2025-09-26,/booking,11,247,2.4
2025-09-26,/about,11,231,2.8
2025-09-26,/contact,12,235,3.2
2025-09-26,/locations/stockholm,9,173,3.6
2025-09-26,/locations/helsinki,9,170,4.0
2025-09-26,/locations/oslo,10,172,4.4
2025-09-26,/pricing,8,126,4.8
2025-09-26,/membership,6,95,5.2
2025-09-26,/blog,5,68,5.6
2025-09-27,/,13,323,2.0
2025-09-27,/booking,13,310,2.4
2025-09-27,/about,13,282,2.8
2025-09-27,/contact,10,196,3.2
2025-09-27,/locations/stockholm,9,175,3.6
2025-09-27,/locations/helsinki,11,201,4.0
2025-09-27,/locations/oslo,10,170,4.4
2025-09-27,/pricing,7,114,4.8
2025-09-27,/membership,6,91,5.2
2025-09-27,/blog,5,77,5.6
2025-09-28,/,11,284,2.0
2025-09-28,/booking,13,293,2.4
2025-09-28,/about,10,228,2.8
2025-09-28,/contact,12,246,3.2
2025-09-28,/locations/stockholm,10,187,3.6
2025-09-28,/locations/helsinki,9,156,4.0
2025-09-28,/locations/oslo,8,143,4.4
2025-09-28,/pricing,7,107,4.8
2025-09-28,/membership,7,104,5.2
2025-09-28,/blog,4,65,5.6
2025-09-29,/,11,268,2.0
2025-09-29,/booking,13,299,2.4
2025-09-29,/about,12,250,2.8
2025-09-29,/contact,11,231,3.2
2025-09-29,/locations/stockholm,10,187,3.6
2025-09-29,/locations/helsinki,11,200,4.0
2025-09-29,/locations/oslo,10,172,4.4
2025-09-29,/pricing,7,120,4.8
2025-09-29,/membership,7,109,5.2
2025-09-29,/blog,5,82,5.6
2025-09-30,/,13,337,2.0
2025-09-30,/booking,13,305,2.4
2025-09-30,/about,11,245,2.8
2025-09-30,/contact,11,216,3.2
2025-09-30,/locations/stockholm,12,226,3.6
2025-09-30,/locations/helsinki,9,170,4.0
2025-09-30,/locations/oslo,9,151,4.4
2025-09-30,/pricing,7,110,4.8
2025-09-30,/membership,6,94,5.2
2025-09-30,/blog,4,67,5.6
2025-10-01,/,10,262,2.0
2025-10-01,/booking,11,264,2.4
2025-10-01,/about,12,251,2.8
2025-10-01,/contact,12,244,3.2
2025-10-01,/locations/stockholm,11,206,3.6
2025-10-01,/locations/helsinki,11,192,4.0
2025-10-01,/locations/oslo,8,138,4.4
2025-10-01,/pricing,8,136,4.8
2025-10-01,/membership,6,87,5.2
2025-10-01,/blog,5,70,5.6
2025-10-02,/,12,295,2.0
2025-10-02,/booking,13,313,2.4
2025-10-02,/about,10,219,2.8
2025-10-02,/contact,10,209,3.2
2025-10-02,/locations/stockholm,9,179,3.6
2025-10-02,/locations/helsinki,9,171,4.0
2025-10-02,/locations/oslo,8,142,4.4
2025-10-02,/pricing,7,110,4.8
2025-10-02,/membership,6,99,5.2
2025-10-02,/blog,5,75,5.6
2025-10-03,/,12,312,2.0
2025-10-03,/booking,13,303,2.4
2025-10-03,/about,13,286,2.8
2025-10-03,/contact,10,198,3.2
2025-10-03,/locations/stockholm,10,190,3.6
2025-10-03,/locations/helsinki,11,200,4.0
2025-10-03,/locations/oslo,9,153,4.4
2025-10-03,/pricing,7,121,4.8
2025-10-03,/membership,6,98,5.2
2025-10-03,/blog,6,83,5.6
2025-10-04,/,13,333,2.0
2025-10-04,/booking,11,258,2.4
2025-10-04,/about,11,236,2.8
2025-10-04,/contact,12,238,3.2
2025-10-04,/locations/stockholm,9,174,3.6
2025-10-04,/locations/helsinki,11,193,4.0
2025-10-04,/locations/oslo,7,128,4.4
2025-10-04,/pricing,8,124,4.8
2025-10-04,/membership,7,109,5.2
2025-10-04,/blog,6,84,5.6
2025-10-05,/,12,311,2.0
2025-10-05,/booking,12,278,2.4
2025-10-05,/about,12,265,2.8
2025-10-05,/contact,12,248,3.2
2025-10-05,/locations/stockholm,9,171,3.6
2025-10-05,/locations/helsinki,10,181,4.0
2025-10-05,/locations/oslo,9,162,4.4
2025-10-05,/pricing,9,141,4.8
2025-10-05,/membership,6,97,5.2
2025-10-05,/blog,6,84,5.6
2025-10-06,/,12,312,2.0
2025-10-06,/booking,11,261,2.4
2025-10-06,/about,13,286,2.8
2025-10-06,/contact,10,195,3.2
2025-10-06,/locations/stockholm,12,222,3.6
2025-10-06,/locations/helsinki,10,176,4.0
2025-10-06,/locations/oslo,9,154,4.4
2025-10-06,/pricing,8,137,4.8
2025-10-06,/membership,7,113,5.2
2025-10-06,/blog,6,84,5.6
2025-10-07,/,12,297,2.0
2025-10-07,/booking,13,292,2.4
2025-10-07,/about,12,269,2.8
2025-10-07,/contact,11,215,3.2
2025-10-07,/locations/stockholm,10,188,3.6
2025-10-07,/locations/helsinki,11,192,4.0
2025-10-07,/locations/oslo,9,152,4.4
2025-10-07,/pricing,7,115,4.8
2025-10-07,/membership,7,111,5.2
2025-10-07,/blog,5,75,5.6
2025-10-08,/,13,333,2.0
2025-10-08,/booking,11,247,2.4
2025-10-08,/about,13,279,2.8
2025-10-08,/contact,11,219,3.2
2025-10-08,/locations/stockholm,10,188,3.6
2025-10-08,/locations/helsinki,9,168,4.0
2025-10-08,/locations/oslo,9,155,4.4
2025-10-08,/pricing,7,118,4.8
2025-10-08,/membership,7,104,5.2
2025-10-08,/blog,5,75,5.6
2025-10-09,/,13,314,2.0
2025-10-09,/booking,11,262,2.4
2025-10-09,/about,11,232,2.8
2025-10-09,/contact,12,237,3.2
2025-10-09,/locations/stockholm,11,202,3.6
2025-10-09,/locations/helsinki,9,156,4.0
2025-10-09,/locations/oslo,9,157,4.4
2025-10-09,/pricing,7,117,4.8
2025-10-09,/membership,6,96,5.2
2025-10-09,/blog,6,83,5.6
2025-10-10,/,11,273,2.0
2025-10-10,/booking,12,269,2.4
2025-10-10,/about,10,219,2.8
2025-10-10,/contact,11,222,3.2
2025-10-10,/locations/stockholm,12,225,3.6
2025-10-10,/locations/helsinki,10,178,4.0
2025-10-10,/locations/oslo,10,167,4.4
2025-10-10,/pricing,8,127,4.8
2025-10-10,/membership,6,87,5.2
2025-10-10,/blog,5,75,5.6
2025-10-11,/,11,276,2.0
2025-10-11,/booking,12,269,2.4
2025-10-11,/about,11,230,2.8
