data_date,query,clicks,impressions,avg_position,ctr
2025-07-14,sauna day pass,8,88,5.5,0.0909
2025-07-14,popup sauna,7,75,6.0,0.0933
2025-07-15,sauna near me,10,197,1.5,0.0508
2025-07-15,northern sauna stockholm,10,189,2.0,0.0529
2025-07-15,northern sauna helsinki,11,185,2.5,0.0595
2025-07-15,northern sauna oslo,10,147,3.0,0.068
2025-07-15,outdoor sauna booking,9,124,3.5,0.0726
2025-07-15,wood-fired sauna,8,113,4.0,0.0708
2025-07-15,sauna voucher,10,125,4.5,0.08
2025-07-15,sauna gift card,9,103,5.0,0.0874
2025-07-15,sauna day pass,7,75,5.5,0.0933
2025-07-15,popup sauna,7,70,6.0,0.1
2025-07-16,sauna near me,11,212,1.5,0.0519
2025-07-16,northern sauna stockholm,10,183,2.0,0.0546
2025-07-16,northern sauna helsinki,9,146,2.5,0.0616
2025-07-16,northern sauna oslo,11,166,3.0,0.0663
2025-07-16,outdoor sauna booking,9,131,3.5,0.0687
2025-07-16,wood-fired sauna,9,116,4.0,0.0776
2025-07-16,sauna voucher,9,111,4.5,0.0811
2025-07-16,sauna gift card,7,88,5.0,0.0795
2025-07-16,sauna day pass,8,85,5.5,0.0941
2025-07-16,popup sauna,6,61,6.0,0.0984
2025-07-17,sauna near me,11,218,1.5,0.0505
2025-07-17,northern sauna stockholm,10,182,2.0,0.0549
2025-07-17,northern sauna helsinki,10,171,2.5,0.0585
2025-07-17,northern sauna oslo,9,133,3.0,0.0677
2025-07-17,outdoor sauna booking,8,120,3.5,0.0667
2025-07-17,wood-fired sauna,9,114,4.0,0.0789
2025-07-17,sauna voucher,8,105,4.5,0.0762
2025-07-17,sauna gift card,7,86,5.0,0.0814
2025-07-17,sauna day pass,7,80,5.5,0.0875
2025-07-17,popup sauna,6,67,6.0,0.0896
2025-07-18,sauna near me,11,218,1.5,0.0505
2025-07-18,northern sauna stockholm,10,186,2.0,0.0538
2025-07-18,northern sauna helsinki,10,163,2.5,0.0613
2025-07-18,northern sauna oslo,11,175,3.0,0.0629
2025-07-18,outdoor sauna booking,10,137,3.5,0.073
2025-07-18,wood-fired sauna,9,117,4.0,0.0769
2025-07-18,sauna voucher,8,96,4.5,0.0833
2025-07-18,sauna gift card,7,86,5.0,0.0814
2025-07-18,sauna day pass,8,85,5.5,0.0941
2025-07-18,popup sauna,6,59,6.0,0.1017
2025-07-19,sauna near me,10,192,1.5,0.0521
2025-07-19,northern sauna stockholm,9,159,2.0,0.0566
2025-07-19,northern sauna helsinki,10,164,2.5,0.061
2025-07-19,northern sauna oslo,11,162,3.0,0.0679
2025-07-19,outdoor sauna booking,9,128,3.5,0.0703
2025-07-19,wood-fired sauna,8,106,4.0,0.0755
2025-07-19,sauna voucher,10,121,4.5,0.0826
2025-07-19,sauna gift card,9,101,5.0,0.0891
2025-07-19,sauna day pass,8,92,5.5,0.087
2025-07-19,popup sauna,6,58,6.0,0.1034
2025-07-20,sauna near me,11,211,1.5,0.0521
2025-07-20,northern sauna stockholm,9,172,2.0,0.0523
2025-07-20,northern sauna helsinki,10,170,2.5,0.0588
2025-07-20,northern sauna oslo,11,166,3.0,0.0663
2025-07-20,outdoor sauna booking,9,126,3.5,0.0714
2025-07-20,wood-fired sauna,9,124,4.0,0.0726
2025-07-20,sauna voucher,8,102,4.5,0.0784
2025-07-20,sauna gift card,7,85,5.0,0.0824
2025-07-20,sauna day pass,8,85,5.5,0.0941
2025-07-20,popup sauna,6,60,6.0,0.1
2025-07-21,sauna near me,10,202,1.5,0.0495
2025-07-21,northern sauna stockholm,11,196,2.0,0.0561
2025-07-21,northern sauna helsinki,10,167,2.5,0.0599
2025-07-21,northern sauna oslo,9,138,3.0,0.0652
2025-07-21,outdoor sauna booking,8,120,3.5,0.0667
2025-07-21,wood-fired sauna,9,121,4.0,0.0744
2025-07-21,sauna voucher,10,126,4.5,0.0794
2025-07-21,sauna gift card,9,108,5.0,0.0833
2025-07-21,sauna day pass,7,79,5.5,0.0886
2025-07-21,popup sauna,6,63,6.0,0.0952
2025-07-22,sauna near me,10,209,1.5,0.0478
2025-07-22,northern sauna stockholm,11,203,2.0,0.0542
2025-07-22,northern sauna helsinki,10,174,2.5,0.0575
2025-07-22,northern sauna oslo,11,165,3.0,0.0667
2025-07-22,outdoor sauna booking,8,120,3.5,0.0667
2025-07-22,wood-fired sauna,10,139,4.0,0.0719
2025-07-22,sauna voucher,9,111,4.5,0.0811
2025-07-22,sauna gift card,8,95,5.0,0.0842
2025-07-22,sauna day pass,7,73,5.5,0.0959
2025-07-22,popup sauna,6,58,6.0,0.1034
2025-07-23,sauna near me,10,192,1.5,0.0521
2025-07-23,northern sauna stockholm,11,208,2.0,0.0529
2025-07-23,northern sauna helsinki,10,173,2.5,0.0578
2025-07-23,northern sauna oslo,10,151,3.0,0.0662
2025-07-23,outdoor sauna booking,9,125,3.5,0.072
2025-07-23,wood-fired sauna,8,109,4.0,0.0734
2025-07-23,sauna voucher,9,114,4.5,0.0789
2025-07-23,sauna gift card,9,108,5.0,0.0833
2025-07-23,sauna day pass,7,79,5.5,0.0886
2025-07-23,popup sauna,6,60,6.0,0.1
2025-07-24,sauna near me,10,193,1.5,0.0518
2025-07-24,northern sauna stockholm,10,186,2.0,0.0538
2025-07-24,northern sauna helsinki,11,183,2.5,0.0601
2025-07-24,northern sauna oslo,10,153,3.0,0.0654
2025-07-24,outdoor sauna booking,11,158,3.5,0.0696
2025-07-24,wood-fired sauna,10,130,4.0,0.0769
2025-07-24,sauna voucher,8,97,4.5,0.0825
2025-07-24,sauna gift card,7,84,5.0,0.0833
2025-07-24,sauna day pass,7,81,5.5,0.0864
2025-07-24,popup sauna,7,71,6.0,0.0986
2025-07-25,sauna near me,10,202,1.5,0.0495
2025-07-25,northern sauna stockholm,11,202,2.0,0.0545
2025-07-25,northern sauna helsinki,9,149,2.5,0.0604
2025-07-25,northern sauna oslo,10,147,3.0,0.068
2025-07-25,outdoor sauna booking,8,121,3.5,0.0661
2025-07-25,wood-fired sauna,9,120,4.0,0.075
2025-07-25,sauna voucher,9,112,4.5,0.0804
2025-07-25,sauna gift card,9,107,5.0,0.0841
2025-07-25,sauna day pass,7,79,5.5,0.0886
2025-07-25,popup sauna,6,63,6.0,0.0952
2025-07-26,sauna near me,11,211,1.5,0.0521
2025-07-26,northern sauna stockholm,11,197,2.0,0.0558
2025-07-26,northern sauna helsinki,9,153,2.5,0.0588
2025-07-26,northern sauna oslo,11,164,3.0,0.0671
2025-07-26,outdoor sauna booking,10,142,3.5,0.0704
2025-07-26,wood-fired sauna,9,125,4.0,0.072
2025-07-26,sauna voucher,10,126,4.5,0.0794
2025-07-26,sauna gift card,9,103,5.0,0.0874
2025-07-26,sauna day pass,8,88,5.5,0.0909
2025-07-26,popup sauna,7,71,6.0,0.0986
2025-07-27,sauna near me,10,209,1.5,0.0478
2025-07-27,northern sauna stockholm,9,159,2.0,0.0566
2025-07-27,northern sauna helsinki,10,163,2.5,0.0613
2025-07-27,northern sauna oslo,11,167,3.0,0.0659
2025-07-27,outdoor sauna booking,9,127,3.5,0.0709
2025-07-27,wood-fired sauna,11,142,4.0,0.0775
2025-07-27,sauna voucher,8,94,4.5,0.0851
2025-07-27,sauna gift card,8,97,5.0,0.0825
2025-07-27,sauna day pass,6,70,5.5,0.0857
2025-07-27,popup sauna,7,70,6.0,0.1
2025-07-28,sauna near me,10,207,1.5,0.0483
2025-07-28,northern sauna stockholm,10,180,2.0,0.0556
2025-07-28,northern sauna helsinki,9,150,2.5,0.06
2025-07-28,northern sauna oslo,10,153,3.0,0.0654
2025-07-28,outdoor sauna booking,9,134,3.5,0.0672
2025-07-28,wood-fired sauna,8,113,4.0,0.0708
2025-07-28,sauna voucher,8,100,4.5,0.08
2025-07-28,sauna gift card,9,105,5.0,0.0857
2025-07-28,sauna day pass,7,76,5.5,0.0921
2025-07-28,popup sauna,5,57,6.0,0.0877
2025-07-29,sauna near me,9,179,1.5,0.0503
2025-07-29,northern sauna stockholm,11,194,2.0,0.0567
2025-07-29,northern sauna helsinki,10,163,2.5,0.0613
2025-07-29,northern sauna oslo,9,134,3.0,0.0672
2025-07-29,outdoor sauna booking,8,121,3.5,0.0661
2025-07-29,wood-fired sauna,8,108,4.0,0.0741
2025-07-29,sauna voucher,9,118,4.5,0.0763
2025-07-29,sauna gift card,9,105,5.0,0.0857
2025-07-29,sauna day pass,8,88,5.5,0.0909
2025-07-29,popup sauna,6,66,6.0,0.0909
2025-07-30,sauna near me,10,194,1.5,0.0515
2025-07-30,northern sauna stockholm,10,175,2.0,0.0571
2025-07-30,northern sauna helsinki,11,183,2.5,0.0601
2025-07-30,northern sauna oslo,11,169,3.0,0.0651
2025-07-30,outdoor sauna booking,11,158,3.5,0.0696
2025-07-30,wood-fired sauna,11,143,4.0,0.0769
2025-07-30,sauna voucher,9,117,4.5,0.0769
2025-07-30,sauna gift card,7,86,5.0,0.0814
2025-07-30,sauna day pass,8,91,5.5,0.0879
2025-07-30,popup sauna,6,58,6.0,0.1034
2025-07-31,sauna near me,9,187,1.5,0.0481
2025-07-31,northern sauna stockholm,11,203,2.0,0.0542
2025-07-31,northern sauna helsinki,10,171,2.5,0.0585
2025-07-31,northern sauna oslo,9,143,3.0,0.0629
2025-07-31,outdoor sauna booking,10,141,3.5,0.0709
2025-07-31,wood-fired sauna,10,135,4.0,0.0741
2025-07-31,sauna voucher,8,103,4.5,0.0777
2025-07-31,sauna gift card,8,95,5.0,0.0842
2025-07-31,sauna day pass,7,75,5.5,0.0933
2025-07-31,popup sauna,6,63,6.0,0.0952
2025-08-01,sauna near me,9,183,1.5,0.0492
2025-08-01,northern sauna stockholm,11,197,2.0,0.0558
2025-08-01,northern sauna helsinki,10,161,2.5,0.0621
2025-08-01,northern sauna oslo,10,155,3.0,0.0645
2025-08-01,outdoor sauna booking,11,153,3.5,0.0719
2025-08-01,wood-fired sauna,8,112,4.0,0.0714
2025-08-01,sauna voucher,9,115,4.5,0.0783
2025-08-01,sauna gift card,8,90,5.0,0.0889
2025-08-01,sauna day pass,7,80,5.5,0.0875
2025-08-01,popup sauna,7,69,6.0,0.1014
2025-08-02,sauna near me,11,225,1.5,0.0489
2025-08-02,northern sauna stockholm,11,205,2.0,0.0537
2025-08-02,northern sauna helsinki,11,190,2.5,0.0579
2025-08-02,northern sauna oslo,9,134,3.0,0.0672
2025-08-02,outdoor sauna booking,10,137,3.5,0.073
2025-08-02,wood-fired sauna,10,136,4.0,0.0735
2025-08-02,sauna voucher,10,120,4.5,0.0833
2025-08-02,sauna gift card,8,93,5.0,0.086
2025-08-02,sauna day pass,7,75,5.5,0.0933
2025-08-02,popup sauna,6,66,6.0,0.0909
2025-08-03,sauna near me,11,215,1.5,0.0512
2025-08-03,northern sauna stockholm,11,196,2.0,0.0561
2025-08-03,northern sauna helsinki,9,157,2.5,0.0573
2025-08-03,northern sauna oslo,9,132,3.0,0.0682
2025-08-03,outdoor sauna booking,11,156,3.5,0.0705
2025-08-03,wood-fired sauna,9,123,4.0,0.0732
2025-08-03,sauna voucher,10,121,4.5,0.0826
2025-08-03,sauna gift card,9,106,5.0,0.0849
2025-08-03,sauna day pass,8,91,5.5,0.0879
2025-08-03,popup sauna,6,62,6.0,0.0968
2025-08-04,sauna near me,10,210,1.5,0.0476
2025-08-04,northern sauna stockholm,10,190,2.0,0.0526
2025-08-04,northern sauna helsinki,9,153,2.5,0.0588
2025-08-04,northern sauna oslo,10,152,3.0,0.0658
2025-08-04,outdoor sauna booking,10,137,3.5,0.073
2025-08-04,wood-fired sauna,8,113,4.0,0.0708
2025-08-04,sauna voucher,8,106,4.5,0.0755
2025-08-04,sauna gift card,8,93,5.0,0.086
2025-08-04,sauna day pass,8,87,5.5,0.092
2025-08-04,popup sauna,7,72,6.0,0.0972
2025-08-05,sauna near me,11,213,1.5,0.0516
2025-08-05,northern sauna stockholm,11,202,2.0,0.0545
2025-08-05,northern sauna helsinki,9,150,2.5,0.06
2025-08-05,northern sauna oslo,10,158,3.0,0.0633
2025-08-05,outdoor sauna booking,9,130,3.5,0.0692
2025-08-05,wood-fired sauna,9,122,4.0,0.0738
2025-08-05,sauna voucher,9,117,4.5,0.0769
2025-08-05,sauna gift card,9,108,5.0,0.0833
2025-08-05,sauna day pass,7,77,5.5,0.0909
2025-08-05,popup sauna,6,67,6.0,0.0896
2025-08-06,sauna near me,9,176,1.5,0.0511
2025-08-06,northern sauna stockholm,11,195,2.0,0.0564
2025-08-06,northern sauna helsinki,9,157,2.5,0.0573
2025-08-06,northern sauna oslo,10,154,3.0,0.0649
2025-08-06,outdoor sauna booking,9,133,3.5,0.0677
2025-08-06,wood-fired sauna,8,108,4.0,0.0741
2025-08-06,sauna voucher,9,118,4.5,0.0763
2025-08-06,sauna gift card,8,98,5.0,0.0816
2025-08-06,sauna day pass,8,88,5.5,0.0909
2025-08-06,popup sauna,7,74,6.0,0.0946
2025-08-07,sauna near me,10,195,1.5,0.0513
2025-08-07,northern sauna stockholm,11,199,2.0,0.0553
2025-08-07,northern sauna helsinki,10,160,2.5,0.0625
2025-08-07,northern sauna oslo,10,152,3.0,0.0658
2025-08-07,outdoor sauna booking,11,154,3.5,0.0714
2025-08-07,wood-fired sauna,11,140,4.0,0.0786
2025-08-07,sauna voucher,8,106,4.5,0.0755
2025-08-07,sauna gift card,9,104,5.0,0.0865
2025-08-07,sauna day pass,8,86,5.5,0.093
2025-08-07,popup sauna,6,59,6.0,0.1017
2025-08-08,sauna near me,10,208,1.5,0.0481
2025-08-08,northern sauna stockholm,10,185,2.0,0.0541
2025-08-08,northern sauna helsinki,9,148,2.5,0.0608
2025-08-08,northern sauna oslo,10,157,3.0,0.0637
2025-08-08,outdoor sauna booking,11,160,3.5,0.0688
2025-08-08,wood-fired sauna,10,135,4.0,0.0741
2025-08-08,sauna voucher,8,100,4.5,0.08
2025-08-08,sauna gift card,7,87,5.0,0.0805
2025-08-08,sauna day pass,7,76,5.5,0.0921
2025-08-08,popup sauna,5,56,6.0,0.0893
2025-08-09,sauna near me,9,174,1.5,0.0517
2025-08-09,northern sauna stockholm,11,197,2.0,0.0558
2025-08-09,northern sauna helsinki,10,172,2.5,0.0581
2025-08-09,northern sauna oslo,11,164,3.0,0.0671
2025-08-09,outdoor sauna booking,10,149,3.5,0.0671
2025-08-09,wood-fired sauna,8,109,4.0,0.0734
2025-08-09,sauna voucher,10,125,4.5,0.08
2025-08-09,sauna gift card,9,108,5.0,0.0833
2025-08-09,sauna day pass,6,69,5.5,0.087
2025-08-09,popup sauna,5,57,6.0,0.0877
2025-08-10,sauna near me,11,219,1.5,0.0502
2025-08-10,northern sauna stockholm,11,191,2.0,0.0576
2025-08-10,northern sauna helsinki,12,195,2.5,0.0615
2025-08-10,northern sauna oslo,9,143,3.0,0.0629
2025-08-10,outdoor sauna booking,11,152,3.5,0.0724
2025-08-10,wood-fired sauna,9,126,4.0,0.0714
2025-08-10,sauna voucher,9,112,4.5,0.0804
2025-08-10,sauna gift card,7,87,5.0,0.0805
2025-08-10,sauna day pass,7,83,5.5,0.0843
2025-08-10,popup sauna,6,63,6.0,0.0952
2025-08-11,sauna near me,9,183,1.5,0.0492
2025-08-11,northern sauna stockholm,11,204,2.0,0.0539
2025-08-11,northern sauna helsinki,9,155,2.5,0.0581
2025-08-11,northern sauna oslo,9,146,3.0,0.0616
2025-08-11,outdoor sauna booking,9,123,3.5,0.0732
2025-08-11,wood-fired sauna,10,132,4.0,0.0758
2025-08-11,sauna voucher,8,103,4.5,0.0777
2025-08-11,sauna gift card,9,108,5.0,0.0833
2025-08-11,sauna day pass,8,86,5.5,0.093
2025-08-11,popup sauna,7,73,6.0,0.0959
2025-08-12,sauna near me,9,182,1.5,0.0495
2025-08-12,northern sauna stockholm,11,193,2.0,0.057
2025-08-12,northern sauna helsinki,11,189,2.5,0.0582
2025-08-12,northern sauna oslo,11,176,3.0,0.0625
2025-08-12,outdoor sauna booking,10,146,3.5,0.0685
2025-08-12,wood-fired sauna,11,142,4.0,0.0775
2025-08-12,sauna voucher,8,98,4.5,0.0816
2025-08-12,sauna gift card,7,82,5.0,0.0854
2025-08-12,sauna day pass,7,79,5.5,0.0886
2025-08-12,popup sauna,6,61,6.0,0.0984
2025-08-13,sauna near me,11,226,1.5,0.0487
2025-08-13,northern sauna stockholm,9,158,2.0,0.057
2025-08-13,northern sauna helsinki,10,161,2.5,0.0621
2025-08-13,northern sauna oslo,10,148,3.0,0.0676
2025-08-13,outdoor sauna booking,10,149,3.5,0.0671
2025-08-13,wood-fired sauna,8,106,4.0,0.0755
2025-08-13,sauna voucher,10,122,4.5,0.082
2025-08-13,sauna gift card,9,107,5.0,0.0841
2025-08-13,sauna day pass,7,80,5.5,0.0875
2025-08-13,popup sauna,5,57,6.0,0.0877
2025-08-14,sauna near me,9,173,1.5,0.052
2025-08-14,northern sauna stockholm,9,172,2.0,0.0523
2025-08-14,northern sauna helsinki,9,151,2.5,0.0596
2025-08-14,northern sauna oslo,10,155,3.0,0.0645
2025-08-14,outdoor sauna booking,10,136,3.5,0.0735
2025-08-14,wood-fired sauna,8,113,4.0,0.0708
2025-08-14,sauna voucher,10,121,4.5,0.0826
2025-08-14,sauna gift card,8,98,5.0,0.0816
2025-08-14,sauna day pass,7,83,5.5,0.0843
2025-08-14,popup sauna,7,69,6.0,0.1014
2025-08-15,sauna near me,11,222,1.5,0.0495
2025-08-15,northern sauna stockholm,11,195,2.0,0.0564
2025-08-15,northern sauna helsinki,9,151,2.5,0.0596
2025-08-15,northern sauna oslo,10,150,3.0,0.0667
2025-08-15,outdoor sauna booking,10,141,3.5,0.0709
2025-08-15,wood-fired sauna,8,113,4.0,0.0708
2025-08-15,sauna voucher,10,125,4.5,0.08
2025-08-15,sauna gift card,7,88,5.0,0.0795
2025-08-15,sauna day pass,8,87,5.5,0.092
2025-08-15,popup sauna,7,74,6.0,0.0946
2025-08-16,sauna near me,9,186,1.5,0.0484
2025-08-16,northern sauna stockholm,10,183,2.0,0.0546
2025-08-16,northern sauna helsinki,9,157,2.5,0.0573
2025-08-16,northern sauna oslo,11,170,3.0,0.0647
2025-08-16,outdoor sauna booking,11,152,3.5,0.0724
2025-08-16,wood-fired sauna,11,140,4.0,0.0786
2025-08-16,sauna voucher,8,96,4.5,0.0833
2025-08-16,sauna gift card,9,102,5.0,0.0882
2025-08-16,sauna day pass,7,82,5.5,0.0854
2025-08-16,popup sauna,6,64,6.0,0.0938
2025-08-17,sauna near me,11,223,1.5,0.0493
2025-08-17,northern sauna stockholm,11,205,2.0,0.0537
2025-08-17,northern sauna helsinki,11,180,2.5,0.0611
2025-08-17,northern sauna oslo,9,140,3.0,0.0643
2025-08-17,outdoor sauna booking,9,130,3.5,0.0692
2025-08-17,wood-fired sauna,8,112,4.0,0.0714
2025-08-17,sauna voucher,8,102,4.5,0.0784
2025-08-17,sauna gift card,9,103,5.0,0.0874
2025-08-17,sauna day pass,7,76,5.5,0.0921
2025-08-17,popup sauna,6,61,6.0,0.0984
2025-08-18,sauna near me,9,185,1.5,0.0486
2025-08-18,northern sauna stockholm,9,160,2.0,0.0563
2025-08-18,northern sauna helsinki,10,162,2.5,0.0617
2025-08-18,northern sauna oslo,9,136,3.0,0.0662
2025-08-18,outdoor sauna booking,10,143,3.5,0.0699
2025-08-18,wood-fired sauna,8,113,4.0,0.0708
2025-08-18,sauna voucher,8,102,4.5,0.0784
2025-08-18,sauna gift card,8,94,5.0,0.0851
2025-08-18,sauna day pass,7,77,5.5,0.0909
2025-08-18,popup sauna,6,62,6.0,0.0968
2025-08-19,sauna near me,11,227,1.5,0.0485
2025-08-19,northern sauna stockholm,9,160,2.0,0.0563
2025-08-19,northern sauna helsinki,11,189,2.5,0.0582
2025-08-19,northern sauna oslo,11,175,3.0,0.0629
2025-08-19,outdoor sauna booking,11,160,3.5,0.0688
2025-08-19,wood-fired sauna,10,139,4.0,0.0719
2025-08-19,sauna voucher,10,120,4.5,0.0833
2025-08-19,sauna gift card,7,87,5.0,0.0805
2025-08-19,sauna day pass,6,72,5.5,0.0833
2025-08-19,popup sauna,6,67,6.0,0.0896
2025-08-20,sauna near me,10,202,1.5,0.0495
2025-08-20,northern sauna stockholm,11,197,2.0,0.0558
2025-08-20,northern sauna helsinki,9,150,2.5,0.06
2025-08-20,northern sauna oslo,9,145,3.0,0.0621
2025-08-20,outdoor sauna booking,10,147,3.5,0.068
2025-08-20,wood-fired sauna,10,129,4.0,0.0775
2025-08-20,sauna voucher,8,105,4.5,0.0762
2025-08-20,sauna gift card,7,85,5.0,0.0824
2025-08-20,sauna day pass,8,89,5.5,0.0899
2025-08-20,popup sauna,7,71,6.0,0.0986
2025-08-21,sauna near me,9,179,1.5,0.0503
2025-08-21,northern sauna stockholm,11,199,2.0,0.0553
2025-08-21,northern sauna helsinki,9,152,2.5,0.0592
2025-08-21,northern sauna oslo,10,153,3.0,0.0654
2025-08-21,outdoor sauna booking,10,139,3.5,0.0719
2025-08-21,wood-fired sauna,9,121,4.0,0.0744
2025-08-21,sauna voucher,8,105,4.5,0.0762
2025-08-21,sauna gift card,8,94,5.0,0.0851
2025-08-21,sauna day pass,8,85,5.5,0.0941
2025-08-21,popup sauna,6,62,6.0,0.0968
2025-08-22,sauna near me,10,205,1.5,0.0488
2025-08-22,northern sauna stockholm,10,177,2.0,0.0565
2025-08-22,northern sauna helsinki,12,194,2.5,0.0619
2025-08-22,northern sauna oslo,11,164,3.0,0.0671
2025-08-22,outdoor sauna booking,11,155,3.5,0.071
2025-08-22,wood-fired sauna,9,122,4.0,0.0738
2025-08-22,sauna voucher,8,102,4.5,0.0784
2025-08-22,sauna gift card,7,83,5.0,0.0843
2025-08-22,sauna day pass,8,88,5.5,0.0909
2025-08-22,popup sauna,7,69,6.0,0.1014
2025-08-23,sauna near me,11,219,1.5,0.0502
2025-08-23,northern sauna stockholm,11,195,2.0,0.0564
2025-08-23,northern sauna helsinki,9,146,2.5,0.0616
2025-08-23,northern sauna oslo,10,152,3.0,0.0658
2025-08-23,outdoor sauna booking,9,133,3.5,0.0677
2025-08-23,wood-fired sauna,9,123,4.0,0.0732
2025-08-23,sauna voucher,9,116,4.5,0.0776
2025-08-23,sauna gift card,8,97,5.0,0.0825
2025-08-23,sauna day pass,7,83,5.5,0.0843
2025-08-23,popup sauna,6,59,6.0,0.1017
2025-08-24,sauna near me,10,200,1.5,0.05
2025-08-24,northern sauna stockholm,9,170,2.0,0.0529
2025-08-24,northern sauna helsinki,10,171,2.5,0.0585
2025-08-24,northern sauna oslo,9,145,3.0,0.0621
2025-08-24,outdoor sauna booking,9,128,3.5,0.0703
2025-08-24,wood-fired sauna,11,142,4.0,0.0775
2025-08-24,sauna voucher,8,102,4.5,0.0784
2025-08-24,sauna gift card,8,99,5.0,0.0808
2025-08-24,sauna day pass,7,83,5.5,0.0843
2025-08-24,popup sauna,6,66,6.0,0.0909
2025-08-25,sauna near me,11,213,1.5,0.0516
2025-08-25,northern sauna stockholm,11,191,2.0,0.0576
2025-08-25,northern sauna helsinki,11,188,2.5,0.0585
2025-08-25,northern sauna oslo,9,133,3.0,0.0677
2025-08-25,outdoor sauna booking,9,122,3.5,0.0738
2025-08-25,wood-fired sauna,10,127,4.0,0.0787
2025-08-25,sauna voucher,9,107,4.5,0.0841
2025-08-25,sauna gift card,7,87,5.0,0.0805
2025-08-25,sauna day pass,7,76,5.5,0.0921
2025-08-25,popup sauna,6,68,6.0,0.0882
2025-08-26,sauna near me,11,221,1.5,0.0498
2025-08-26,northern sauna stockholm,9,167,2.0,0.0539
2025-08-26,northern sauna helsinki,10,159,2.5,0.0629
2025-08-26,northern sauna oslo,9,138,3.0,0.0652
2025-08-26,outdoor sauna booking,11,161,3.5,0.0683
2025-08-26,wood-fired sauna,8,107,4.0,0.0748
2025-08-26,sauna voucher,8,99,4.5,0.0808
2025-08-26,sauna gift card,8,92,5.0,0.087
2025-08-26,sauna day pass,7,73,5.5,0.0959
2025-08-26,popup sauna,7,69,6.0,0.1014
2025-08-27,sauna near me,9,171,1.5,0.0526
2025-08-27,northern sauna stockholm,10,186,2.0,0.0538
2025-08-27,northern sauna helsinki,9,155,2.5,0.0581
2025-08-27,northern sauna oslo,10,161,3.0,0.0621
2025-08-27,outdoor sauna booking,9,124,3.5,0.0726
2025-08-27,wood-fired sauna,9,114,4.0,0.0789
2025-08-27,sauna voucher,10,121,4.5,0.0826
2025-08-27,sauna gift card,9,106,5.0,0.0849
2025-08-27,sauna day pass,7,77,5.5,0.0909
2025-08-27,popup sauna,6,67,6.0,0.0896
2025-08-28,sauna near me,11,211,1.5,0.0521
2025-08-28,northern sauna stockholm,11,199,2.0,0.0553
2025-08-28,northern sauna helsinki,10,172,2.5,0.0581
2025-08-28,northern sauna oslo,10,159,3.0,0.0629
2025-08-28,outdoor sauna booking,11,152,3.5,0.0724
2025-08-28,wood-fired sauna,10,127,4.0,0.0787
2025-08-28,sauna voucher,9,111,4.5,0.0811
2025-08-28,sauna gift card,8,89,5.0,0.0899
2025-08-28,sauna day pass,8,88,5.5,0.0909
2025-08-28,popup sauna,6,64,6.0,0.0938
2025-08-29,sauna near me,10,203,1.5,0.0493
2025-08-29,northern sauna stockholm,11,192,2.0,0.0573
2025-08-29,northern sauna helsinki,10,172,2.5,0.0581
2025-08-29,northern sauna oslo,10,152,3.0,0.0658
2025-08-29,outdoor sauna booking,10,139,3.5,0.0719
2025-08-29,wood-fired sauna,8,110,4.0,0.0727
2025-08-29,sauna voucher,10,121,4.5,0.0826
2025-08-29,sauna gift card,7,83,5.0,0.0843
2025-08-29,sauna day pass,8,92,5.5,0.087
2025-08-29,popup sauna,7,74,6.0,0.0946
2025-08-30,sauna near me,11,223,1.5,0.0493
2025-08-30,northern sauna stockholm,9,162,2.0,0.0556
2025-08-30,northern sauna helsinki,9,146,2.5,0.0616
2025-08-30,northern sauna oslo,10,160,3.0,0.0625
2025-08-30,outdoor sauna booking,9,126,3.5,0.0714
2025-08-30,wood-fired sauna,11,142,4.0,0.0775
2025-08-30,sauna voucher,9,115,4.5,0.0783
2025-08-30,sauna gift card,9,105,5.0,0.0857
2025-08-30,sauna day pass,8,92,5.5,0.087
2025-08-30,popup sauna,7,74,6.0,0.0946
2025-08-31,sauna near me,9,176,1.5,0.0511
2025-08-31,northern sauna stockholm,12,212,2.0,0.0566
2025-08-31,northern sauna helsinki,9,148,2.5,0.0608
2025-08-31,northern sauna oslo,11,168,3.0,0.0655
2025-08-31,outdoor sauna booking,11,150,3.5,0.0733
2025-08-31,wood-fired sauna,9,114,4.0,0.0789
2025-08-31,sauna voucher,8,106,4.5,0.0755
2025-08-31,sauna gift card,8,99,5.0,0.0808
2025-08-31,sauna day pass,7,80,5.5,0.0875
2025-08-31,popup sauna,7,69,6.0,0.1014
2025-09-01,sauna near me,9,178,1.5,0.0506
2025-09-01,northern sauna stockholm,10,180,2.0,0.0556
2025-09-01,northern sauna helsinki,11,181,2.5,0.0608
2025-09-01,northern sauna oslo,9,132,3.0,0.0682
2025-09-01,outdoor sauna booking,10,146,3.5,0.0685
2025-09-01,wood-fired sauna,10,127,4.0,0.0787
2025-09-01,sauna voucher,10,124,4.5,0.0806
2025-09-01,sauna gift card,9,108,5.0,0.0833
2025-09-01,sauna day pass,8,85,5.5,0.0941
2025-09-01,popup sauna,6,66,6.0,0.0909
2025-09-02,sauna near me,10,202,1.5,0.0495
2025-09-02,northern sauna stockholm,10,182,2.0,0.0549
2025-09-02,northern sauna helsinki,11,184,2.5,0.0598
2025-09-02,northern sauna oslo,10,147,3.0,0.068
2025-09-02,outdoor sauna booking,9,129,3.5,0.0698
2025-09-02,wood-fired sauna,9,123,4.0,0.0732
